ministry,publish_date,report_title,contractor_name,department,url
METI,2025-07-18,令和５年度気候変動対策に係る国際会議の開催等によるエネルギー・環境技術イノベーション創出のための国際連携推進事業（国境調整措置に係る調査・分析）,一般財団法人日本エネルギー経済研究所,産業技術環境局地球環境対策室,https://www.meti.go.jp/meti_lib/report/2023FY/000627.pdf
METI,2025-07-18,令和５年度燃料安定供給対策調査等事業（モビリティ分野を中心とした国内液体燃料の需要見通し調査）報告書,一般財団法人日本エネルギー経済研究所,資源エネルギー庁資源・燃料部燃料供給基盤整備課,https://www.meti.go.jp/meti_lib/report/2023FY/000626.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(仮想空間での自動運転安全性評価環境の構築)」報告書,学校法人幾徳学園神奈川工科大学,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000624.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(仮想空間での自動運転安全性評価環境の構築)」報告書,BIPROGY,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000624.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(仮想空間での自動運転安全性評価環境の構築)」報告書,三菱プレシジョン,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000624.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(仮想空間での自動運転安全性評価環境の構築)」報告書,トヨタテクニカルディベロップメント,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000624.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（自動走行システムの安全性評価基盤構築に向けた研究開発プロジェクト)」報告書,一般財団法人日本自動車研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000623.pdf
METI,2025-07-18,令和５年度無人自動運転等の CASE対応に向けた実証・支援事業（デジタル・自動走行分野の国際競争力強化のための産学官の協調領域の深化・拡大等に向けた調査検討）,野村総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000622.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（無人自動運転等の先進Maas実装加速化のための総合的な調査検討・調整プロジェクト）」報告書,国立研究開発法人産業技術総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000621.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（無人自動運転等の先進Maas実装加速化のための総合的な調査検討・調整プロジェクト）」報告書,野村総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000621.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（無人自動運転等の先進Maas実装加速化のための総合的な調査検討・調整プロジェクト）」報告書,日本工営,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000621.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（無人自動運転等の先進Maas実装加速化のための総合的な調査検討・調整プロジェクト）」報告書,三菱総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000621.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（無人自動運転等の先進Maas実装加速化のための総合的な調査検討・調整プロジェクト）」報告書,テクノバ,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000621.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業（無人自動運転等の先進Maas実装加速化のための総合的な調査検討・調整プロジェクト）」報告書,豊田通商,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000621.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ３：高速道路における隊列走行を含む高性能トラックの実用化に向けた取組))」報告書,豊田通商,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000620.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ３：高速道路における隊列走行を含む高性能トラックの実用化に向けた取組))」報告書,先進モビリティ,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000620.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ３：高速道路における隊列走行を含む高性能トラックの実用化に向けた取組))」報告書,日本工営,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000620.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ３：高速道路における隊列走行を含む高性能トラックの実用化に向けた取組))」報告書,みずほリサーチ&テクノロジーズ,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000620.pdf
METI,2025-07-18,令和５年度無人自動運転等のCASE対応に向けた実証・支援事業（自動運転レベル４等先進モビリティサービス研究開発・社会実証プロジェクト（テーマ4）)報告書,国立大学法人東京大学,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000619.pdf
METI,2025-07-18,令和５年度無人自動運転等のCASE対応に向けた実証・支援事業（自動運転レベル４等先進モビリティサービス研究開発・社会実証プロジェクト（テーマ4）)報告書,国立大学法人東海国立大学機構,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000619.pdf
METI,2025-07-18,令和５年度無人自動運転等のCASE対応に向けた実証・支援事業（自動運転レベル４等先進モビリティサービス研究開発・社会実証プロジェクト（テーマ4）)報告書,国立研究開発法人産業技術総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000619.pdf
METI,2025-07-18,令和５年度無人自動運転等のCASE対応に向けた実証・支援事業（自動運転レベル４等先進モビリティサービス研究開発・社会実証プロジェクト（テーマ4）)報告書,三菱総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000619.pdf
METI,2025-07-18,令和５年度無人自動運転等のCASE対応に向けた実証・支援事業（自動運転レベル４等先進モビリティサービス研究開発・社会実証プロジェクト（テーマ4）)報告書,一般財団法人日本自動車研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000619.pdf
METI,2025-07-18,令和５年度無人自動運転等のCASE対応に向けた実証・支援事業（自動運転レベル４等先進モビリティサービス研究開発・社会実証プロジェクト（テーマ4）)報告書,先進モビリティ,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000619.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ２))」報告書,日本総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000618.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ２))」報告書,国立研究開発法人産業技術総合研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000618.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ２))」報告書,みちのりホールディグス,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000618.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ２))」報告書,茨城交通,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000618.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ２))」報告書,一般財団法人日本自動車研究所,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000618.pdf
METI,2025-07-18,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転レベル4等先進モビリティサービス研究開発・社会実証プロジェクト(テーマ２))」報告書,先進モビリティ,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000618.pdf
METI,2025-07-18,令和５年度「公共エリア向けダイナミックマップの開発」報告書,ダイナミックマッププラットフォーム,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000615.pdf
METI,2025-07-11,令和５年度補正資源自律経済確立産官学連携加速化事業（地域の循環指標に関する調査分析）報告書,デロイトトーマツコンサルティング合同会社,イノベーション・環境局GXグループ資源循環経済課,https://www.meti.go.jp/meti_lib/report/2023FY/000711.pdf
METI,2025-06-09,令和５年度燃料安定供給対策調査等事業（我が国におけるバイオ燃料に関する政策の在り方に関する調査）報告書,三菱総合研究所,資源エネルギー庁資源・燃料部燃料供給基盤整備課,https://www.meti.go.jp/meti_lib/report/2023FY/000584.pdf
METI,2025-06-09,令和５年度国連気候変動枠組条約交渉事業（地球温暖化問題を巡る国際動向調査（気候変動枠組条約（UNFCCC）））調査報告書,一般財団法人電力中央研究所,GXグループ　地球環境対策室,https://www.meti.go.jp/meti_lib/report/2023FY/000610.pdf
METI,2025-06-09,令和５年度　中小企業等環境問題対策調査事業費（途上国における適応分野の我が国企業の貢献可視化事業）最終報告書,デロイトトーマツコンサルティング合同会社,GXグループ　地球環境対策室,https://www.meti.go.jp/meti_lib/report/2023FY/000611.pdf
METI,2025-06-09,令和５年度二国間クレジット取得等のためのインフラ整備調査事業（ＣＤＭの運用に係る方法論に関する調査）　報告書,三菱総合研究所,産業技術環境局環境政策課地球環境対策室,https://www.meti.go.jp/meti_lib/report/2023FY/000612.pdf
METI,2025-06-09,令和５年度二国間クレジット取得等のためのインフラ整備調査事業（市場メカニズム交渉等に係る国際動向調査）　報告書,一般財団法人日本エネルギー経済研究所,産業技術環境局環境政策課地球環境対策室,https://www.meti.go.jp/meti_lib/report/2023FY/000613.pdf
METI,2025-06-09,令和５年度中小企業等環境問題対策調査事業費（気候変動対策に関する国際的な動向・調査・分析）調査報告書,EY新日本有限責任監査法人,産業技術環境局環境政策課地球環境対策室,https://www.meti.go.jp/meti_lib/report/2023FY/000614.pdf
METI,2025-06-09,令和５年度「標準活用加速化支援事業（高精度３次元地図データに関する国際標準化）」報告書,ダイナミックマッププラットフォーム,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000616.pdf
METI,2025-06-09,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転技術(レベル３、４)に必要な認識技術等の研究)」報告書,国立大学法人金沢大学,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000617.pdf
METI,2025-06-09,令和５年度「無人自動運転等のCASE対応に向けた実証・支援事業(自動運転技術(レベル３、４)に必要な認識技術等の研究)」報告書,学校法人中部大学,製造産業局自動車課モビリティDX室,https://www.meti.go.jp/meti_lib/report/2023FY/000617.pdf
METI,2025-04-01,令和５年度国内における温室効果ガス排出削減・吸収量認証制度の実施委託費（Jクレジット制度の活性化に向けた活用先拡大に関する調査）報告書,みずほリサーチ&テクノロジーズ,"GXグループ
環境政策課
GX推進企画室",https://www.meti.go.jp/meti_lib/report/2023FY/000604.pdf
METI,2025-04-01,令和５年度東北地域における事業承継支援に係る在り方検討調査　報告書,しんきん地域創生ネットワーク,"東北経済産業局
産業部
中小企業課",https://www.meti.go.jp/meti_lib/report/2023FY/000605.pdf
METI,2025-04-01,令和５年度沖縄地域MaaS導入推進調査事業最終報告書概要版,有限責任監査法人トーマツ,"沖縄総合事務局
経済産業部
地域経済課",https://www.meti.go.jp/meti_lib/report/2023FY/000606.pdf
METI,2025-04-01,令和5年度中国地域における自動走行・MaaS等の社会実装に向けた取組実現可能性調査事業,バイタルリード,"中国経済産業局
地域経済部
デジタル経済課",https://www.meti.go.jp/meti_lib/report/2023FY/000609.pdf
METI,2025-03-28,令和５年度新エネルギー等導入促進広報等事業（地域での洋上風力発電に関する案件形成の促進に向けた調査事業）報告書,日本工営,"資源エネルギー庁
省エネルギー・新エネルギー部
新エネルギー課
風力政策室",https://www.meti.go.jp/meti_lib/report/2023FY/000600.pdf
METI,2025-03-28,令和５年度大企業等人材新規事業創造促進事業（人的資本経営に関する調査及び普及啓発事業）報告書,三菱総合研究所,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2023FY/000601.pdf
METI,2025-03-28,令和５年度国内における温室効果ガス排出削減・吸収量認証制度の実施委託費（環境負荷の見える化に向けたCFP（カーボンフットプリント）における炭素除去等の算定手法に関する調査）報告書,みずほリサーチ&テクノロジーズ,"GXグループ
環境政策課
GX推進企画室",https://www.meti.go.jp/meti_lib/report/2023FY/000602.pdf
METI,2025-03-28,令和５年度国内における温室効果ガス排出削減・吸収量認証制度の実施委託費（Jクレジット制度運営等業務）報告書,みずほリサーチ&テクノロジーズ,"GXグループ
環境政策課
GX推進企画室",https://www.meti.go.jp/meti_lib/report/2023FY/000603.pdf
METI,2025-03-26,令和５年度 北海道の地方都市におけるエリアゾーン型AI オンデマンド交通の導入及び広域的な公共交通ネットワーク等との連携に関する事業性調査・分析事業調査報告書,CommunityMobility,"北海道経済産業局
地域経済部
製造・情報産業課",https://www.meti.go.jp/meti_lib/report/2023FY/000594.pdf
METI,2025-03-26,令和５年度北海道の地方都市におけるタクシー共通配車システムの有効性及び他産業との連携や新制度の導入による利用促進モデルの事業性調査・分析事業_事業実施報告書,パナソニックITS,"北海道経済産業局
地域経済部
製造・情報産業課",https://www.meti.go.jp/meti_lib/report/2023FY/000595.pdf
METI,2025-03-26,令和５年度補正我が国の文化芸術コンテンツ・スポーツ産業の海外展開促進事業（企業の新たなアート投資につながる未活用アートの放出等に関する実証事業）事業報告書（公開用）,PwCコンサルティング合同会社,"商務・サービスグループ
文化創造産業課",https://www.meti.go.jp/meti_lib/report/2023FY/000598.pdf
METI,2025-03-26,令和５年度コンテンツ海外展開促進事業（コンテンツ産業における先端的技術活用に関する調査）事業報告書,ボストン・コンサルティング・グループ,"商務・サービスグループ
文化創造産業課",https://www.meti.go.jp/meti_lib/report/2023FY/000599.pdf
METI,2025-03-18,令和5年度製造基盤技術実態等調査（Vertiport設置のための環境アセスメントにかかる方針策定事業）,日本工営,"製造産業局
航空機武器産業課
次世代空モビリティ政策室",https://www.meti.go.jp/meti_lib/report/2023FY/000563.pdf
METI,2025-03-18,令和５年度無人自動運転等の先進 MaaS 実装加速化推進事業（四国地域における新たなモビリティサービス産業創出及び周辺関連産業との連携可能性調査及びスマートモビリティチャレンジ地域シンポジウム四国開催事業）報告書,ダン計画研究所,"四国経済産業局
地域経済部
新事業推進課",https://www.meti.go.jp/meti_lib/report/2023FY/000564.pdf
METI,2025-03-18,令和５年度化学物質規制対策（化審法におけるリスク評価が高難度な物質等に関する調査）報告書,いであ,"産業保安・安全グループ
化学物質管理課
化学物質安全室",https://www.meti.go.jp/meti_lib/report/2023FY/000565.pdf
METI,2025-03-18,令和５年度認定経営革新等支援機関に関する任意調査報告書,富士フイルムビジネスイノベーションジャパン,"中小企業庁
経営支援部
経営支援課",https://www.meti.go.jp/meti_lib/report/2023FY/000566.pdf
METI,2025-03-18,令和５年度燃料安定供給対策に関する調査（揮発油販売業管理システム（ＳＴＮＤシステム）の機能拡充に係る実証検証事業）調査報告書,ジャパン・コンピュータ・テクノロジー,"資源エネルギー庁
資源・燃料部
燃料供給基盤整備課
燃料流通政策室",https://www.meti.go.jp/meti_lib/report/2023FY/000567.pdf
METI,2025-03-18,令和５年度無人自動運転等のCASE 対応に向けた実証・支援事業（次世代自動車の普及拡大にむけた蓄電池のカーボンフットプリントに係る検証）調査報告書,一般社団法人サステナブル経営推進機構,"商務情報政策局
情報産業課
電池産業室",https://www.meti.go.jp/meti_lib/report/2023FY/000568.pdf
METI,2025-03-18,令和5年度無人自動運転等のCASE対応に向けた実証・支援事業（次世代自動車の普及拡大に向けた蓄電池のデューディリジェンス、リユース等調査・分析）調査報告書,アーサー・ディ・リトル・ジャパン,"商務情報政策局
情報産業課
電池産業室",https://www.meti.go.jp/meti_lib/report/2023FY/000569.pdf
METI,2025-03-18,令和５年度無人自動運転等のCASE 対応に向けた実証・支援事業(次世代自動車の普及拡大にむけた蓄電池のカーボンフットプリントに係る調査・分析)　調査報告書,みずほリサーチ&テクノロジーズ,"商務情報政策局
情報産業課
電池産業室",https://www.meti.go.jp/meti_lib/report/2023FY/000570.pdf
METI,2025-03-18,令和5年度重要技術管理体制強化事業（蓄電池に係る海外の動向調査）調査報告書,アーサー・ディ・リトル・ジャパン,"商務情報政策局
情報産業課
電池産業室",https://www.meti.go.jp/meti_lib/report/2023FY/060571.pdf
METI,2025-03-18,令和５年度重要技術管理体制強化事業（半導体及び半導体製造装置等に係る市場動向調査）報告書,INFORMAUKLIMITED,"貿易経済協力局
貿易管理部
技術調査室",https://www.meti.go.jp/meti_lib/report/2023FY/000572.pdf
METI,2025-03-18,令和５年度下請取引状況調査の実施通知等の印刷・発送を含む調査事業報告書,東京商工リサーチ,"中小企業庁
事業環境部
取引課",https://www.meti.go.jp/meti_lib/report/2023FY/000573.pdf
METI,2025-03-18,令和５年度気候変動対策に係る国際会議の開催等によるエネルギー・環境技術イノベーション創出のための国際連携推進事業（地球温暖化対策技術の分析・評価に関する国際連携事業） 成果報告書,公益財団法人地球環境産業技術研究機構,"産業技術環境局
環境政策課
地球環境対策室",https://www.meti.go.jp/meti_lib/report/2023FY/000574.pdf
METI,2025-03-18,令和５年度地球温暖化・資源循環対策等に資する調査委託費（気候変動緩和の科学的根拠に関する国際動向調査）成果報告書,公益財団法人地球環境産業技術研究機構,"産業技術環境局
環境政策課
地球環境対策室",https://www.meti.go.jp/meti_lib/report/2023FY/000576.pdf
METI,2025-03-18,令和5年度気候変動対策に係る国際会議の開催等によるエネルギー・環境技術イノベーション創出のための国際連携推進事業（技術革新によるエネルギー需要変化に関するモデル比較国際連携事業）成果報告書,公益財団法人地球環境産業技術研究機構,"産業技術環境局
環境政策課
地球環境対策室",https://www.meti.go.jp/meti_lib/report/2023FY/000577.pdf
METI,2025-03-18,令和５年度国内石油天然ガス地質調査・メタンハイドレート研究開発等事業（浅海域におけるメタンガス湧出量調査）,海洋エンジニアリング,"資源エネルギー庁
資源・燃料部
資源開発課",https://www.meti.go.jp/meti_lib/report/2023FY/000580.pdf
METI,2025-03-18,令和 5 年度エネルギー需給構造高度化基準認証推進事業 サービス用及び産業用ロボットの導入障壁を解消するためのルール形成戦略の構築に係る調査 報告書,清水雄一郎(一般財団法人日本品質保証機構),"製造産業局
産業機械課
ロボット政策室",https://www.meti.go.jp/meti_lib/report/2023FY/000581.pdf
METI,2025-03-18,"令和５年度コンテンツ海外展開促進事業
（音楽産業の新たな時代に即したビジネスモデルの在り方に関する実態調査）調査報告書（英語版）",三菱総合研究所,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2023FY/000582.pdf
METI,2025-03-18,令和５年度中小企業の人材確保に関する調査事業（中小企業実態調査委託費）調査報告書,みらいワークス,"関東経済産業局
地域経済部
産業人材政策課",https://www.meti.go.jp/meti_lib/report/2023FY/000588.pdf
METI,2025-03-18,令和５年度産業経済研究委託事業（職務給・ジョブ型人事制度の導入・運用に関する法的論点の整理、及び法的ガイダンス（案）の作成に関連する調査研究事業）調査報告書,森・濱田松本法律事務所,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2023FY/000590.pdf
METI,2025-03-18,令和５年度沖縄における健康経営推進企業を対象とした健康投資効果分析調査事業報告書,アイセック,"内閣府
沖縄総合事務局
経済産業部企画振興課",https://www.meti.go.jp/meti_lib/report/2023FY/000593.pdf
METI,2025-03-17,令和5年度国内における温室効果ガス排出削減・吸収量認証制度の実施委託費（Ｊ－クレジット制度推進のための地域支援事業　関東局）事業報告書,環境経済,"関東経済産業局
資源エネルギー環境部
カーボンニュートラル推進課",https://www.meti.go.jp/meti_lib/report/2023FY/000549.pdf
